Respondent_Serial,SM_GPID,Pre_Post,yyyymmdd,WEEK,SEX,AGEBANDS,Region,Region2,SEG,Brand_pref,Brand_loyal,Brand_dif,TOM_01,TotalUnaided_01,Familiarity_01,Aided_01,Tried_01,MostOften_01,BoughtLast_01,Consideration_01,Consideration_TopBox_01,Consideration_T2B_01,KPIA_01,KPIB_01,KPIC_01,KPID_01,KPIE_01,KPIF_01,KPIH_01,KPII_01,KPIJ_01,COMAW_01,Emotional_01,Uniqueness_01,Rational_01,Leadership_01,Premiumness_01,Cost_01,VarietyFamiliarity_01,VarietyPI_01,VarietyPerception_01,MC1,MC2,MC2P,MC2B,MC2N,WOM1,WOM2,WOM2P,WOM2B,WOM2N,EX1,EX2,EX2P,EX2B,EX2N,COOKIES_FREQ,feddistr,Regular_Buyers_Brand1,MostOften_BBW,Regular_BBW,Trial_BBW,Prompted_BBW,Consideration_Top1_BBW,BB_regular_buyers,Noodle_frequent_buyers,Noodle_Eaters,tv_fr,onl_fr,tv_onl,bloger,ex2pbp,wom2pbp,mc2pbp,wave,wave1
100142,123346bd-b298-46f6-a556-d2750942a7c8,1,20230620,202325,1,2,2,1,6,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,0,1,1,1,1,1,1,1,10,7,9,11,10,2,6,5,4,0,0,0,0,0,1,3,0,1,0,1,4,1,0,0,0,2,1,1,1,1,1,1,1,1,2,7,0,0,0,1,1,0,1,1
100145,bc174056-dfc9-49ef-ae40-9fdea55bf1d5,1,20230620,202325,2,1,3,2,3,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,0,10,9,9,7,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,0,0,1,1,1,31,0,0,0,1,0,0,1,1
100146,5faffe3d-ca33-4e14-92d5-4b14be38ca14,1,20230620,202325,2,1,3,2,4,3,0,3,0,0,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0,9,9,11,9,8,2,5,4,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,8,1,0,1,1,1,0,1,2,1,0,0,0,0,1,1,0,1,1
100150,68858ab6-c0bc-49fb-a133-3399e2414e8b,1,20230620,202325,2,1,3,2,3,1,2,4,0,1,5,1,1,0,0,4,1,1,1,1,1,0,1,1,1,0,0,0,11,11,11,11,11,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,0,0,1,2,2,25,0,0,0,1,0,0,1,1
100151,1f4815ac-ceeb-4f8e-a8bd-077a3f5dba65,1,20230620,202325,1,2,1,1,4,2,0,3,0,0,5,1,1,0,1,3,0,1,1,1,0,0,0,0,0,0,1,0,10,8,8,9,6,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,1,0,0,1,1,0,1,1,1,24,0,0,0,1,0,0,1,1
100153,084f2e47-7ce9-4afa-b958-90921b5537d8,1,20230620,202325,1,1,3,2,4,2,0,2,0,0,4,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,6,2,8,6,5,2,4,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,1
100154,33308106-d11b-4e1f-a193-6633ffae0f87,1,20230620,202325,2,1,2,1,5,2,0,3,0,0,5,1,1,0,0,3,0,1,1,0,1,0,1,1,0,0,0,0,10,9,8,10,9,1,4,5,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1,0,0,1,1,1,1,1,1,2,0,0,0,1,0,0,1,1
100155,5fa09cbd-400b-47c7-8c03-a162a695bbba,1,20230620,202325,1,2,3,2,3,2,0,3,0,0,4,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,8,7,8,4,9,1,2,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,6,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,1,1
100156,cc817f77-f5b9-4252-81bc-cb18e2f141b6,1,20230620,202325,1,2,3,2,6,1,2,4,0,0,4,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,9,7,8,8,10,1,3,0,0,-1,0,0,0,0,-1,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,1
100158,661d3c84-3bf0-4ca5-9f85-50e7279aa6e0,1,20230620,202325,1,1,3,2,3,2,0,2,0,1,5,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,1,0,9,9,9,9,11,2,5,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,1,1
100160,679b24d3-12d2-4a36-9ab6-67831a2e51ef,1,20230620,202325,2,1,1,1,4,1,3,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1
100163,1b3a7252-3d4e-462c-81b8-4f5e803f307f,1,20230620,202325,2,1,3,2,3,1,2,4,1,1,6,1,1,1,1,4,1,1,1,1,1,1,0,1,1,0,1,1,11,11,11,10,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,1,0,1,2,2,20,0,0,0,1,0,0,1,1
100165,5d2ef895-be8f-4b50-8b08-a668141da341,1,20230620,202325,2,1,1,1,6,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,14,0,0,0,0,0,0,1,1
100167,30a92f7f-f437-4401-99ef-daae52913c32,1,20230620,202325,1,2,3,2,5,2,0,2,0,1,5,1,1,0,0,3,0,1,1,0,1,1,1,0,0,0,1,1,8,8,9,8,8,1,5,4,3,1,4,1,0,0,1,3,0,1,0,1,3,0,1,0,0,9,1,0,1,1,1,0,1,1,1,20,0,0,0,1,1,1,1,1
100168,a9a17d59-f5a1-44be-a815-bbc2a446d8c7,1,20230620,202325,2,1,3,2,3,1,2,3,0,1,5,1,1,0,0,3,0,1,1,1,1,0,0,1,1,1,1,1,11,8,11,7,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,0,0,1,2,2,23,0,0,0,1,0,0,1,1
100169,4684e137-a7f5-4c16-89a1-7144665aec24,1,20230620,202325,1,2,3,2,5,2,0,3,0,0,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,0,10,8,8,10,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,2,23,0,0,0,1,0,0,1,1
100170,901d4b8b-3106-4679-b99e-907354b3160b,1,20230620,202325,2,1,3,2,6,1,2,4,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,8,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,0,0,0,0,1,0,2,2,2,23,0,0,0,0,0,0,1,1
100172,2e4742e3-6e9a-4477-80b3-6700fddced93,1,20230620,202325,2,1,3,2,3,3,0,3,0,0,5,1,1,0,0,3,0,1,0,0,0,0,1,1,0,0,0,1,6,8,9,9,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,0,0,1,1,1,11,0,0,0,1,0,0,1,1
100174,aead083e-81fa-4966-bf59-562d658bd8e1,1,20230620,202325,2,1,2,1,4,3,0,3,0,0,4,1,1,0,0,4,1,1,0,0,1,1,0,0,0,0,0,0,6,6,6,6,6,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,2,2,2,22,0,0,0,1,0,0,1,1
100177,4eec5307-df67-401c-b07d-4abc635db693,1,20230620,202325,1,1,1,1,2,1,1,4,0,0,4,1,1,0,0,3,0,1,1,0,1,1,1,1,1,1,1,1,9,9,9,9,9,1,3,0,0,1,4,1,0,0,0,0,0,0,0,1,4,1,0,0,1,1,0,0,0,0,1,0,2,1,2,2,1,2,0,1,0,1,1,1
100179,706b461d-8693-4228-9dc4-6d88e57ba0d8,1,20230620,202325,2,1,3,2,2,2,0,4,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,8,3,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,2,1,15,0,0,0,0,0,0,1,1
100180,c6555f79-ff8c-4a76-87ab-c05786a0cad2,1,20230620,202325,2,1,3,2,3,1,3,2,0,1,5,1,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,8,7,9,9,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,1,0,0,0,1,0,1,2,2,18,0,0,0,0,0,0,1,1
100181,fd04f714-a221-45e7-9492-a528798c77c8,1,20230620,202325,1,1,3,2,3,2,0,4,0,1,5,1,1,0,0,3,0,1,1,1,1,1,0,1,1,1,1,0,10,10,10,11,8,2,3,0,0,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,0,1,0,1,1,1,17,0,0,0,1,0,0,1,1
100182,17bec462-bb01-491a-84a9-770008df7cb9,1,20230620,202325,1,1,3,2,5,2,0,3,0,0,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,10,11,11,11,3,6,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,9,1,1,1,1,1,1,1,1,1,19,0,0,0,1,1,0,1,1
100183,a0bdb763-694e-4fb5-bd64-1c4246b8d21f,1,20230620,202325,1,1,3,2,4,2,0,3,0,0,5,1,1,0,0,3,0,1,0,0,1,1,1,1,1,1,1,0,10,10,10,10,10,2,4,4,3,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,1,1,0,1,1,1,57,0,0,0,1,0,0,1,1
100184,86dccbb9-87d1-4361-b527-aaa4850d4c22,1,20230620,202325,1,1,3,2,5,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,1,0,1,0,1,1,0,10,7,8,9,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,0,0,1,0,1,1,1,8,0,0,0,1,0,0,1,1
100187,e8a60e2a-13c6-4bb1-b407-89645e2d944a,1,20230620,202325,2,1,1,1,3,3,0,3,1,1,5,1,1,0,0,3,0,1,0,1,0,0,0,1,0,1,0,0,6,6,7,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,1,1
100191,f9037a9e-b0b7-4309-9204-4adb5f0eed98,1,20230620,202325,2,1,2,1,3,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,0,1,1,1,1,1,1,9,10,11,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,1,0,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,1
100192,2b9ff0af-906c-4204-95b9-3c560127fcd6,1,20230620,202325,2,1,2,1,6,2,0,3,0,0,5,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,7,8,7,7,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,1,0,0,0,1,0,1,1,1,6,0,0,0,1,0,0,1,1
100193,bed41e8e-5270-4409-be96-e0b00481949b,1,20230620,202325,1,2,3,2,5,3,0,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1
100194,8e780ae6-b926-4c45-aa35-b779e8b589a8,1,20230620,202325,1,2,1,1,4,2,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,1
100199,f2e073e5-e09b-4b4c-9fa7-58b62b721d75,1,20230621,202325,2,1,3,2,6,3,0,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,11,1,5,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,1,1,1,1,1,1,1,18,0,0,0,1,0,0,1,1
100209,cd55e6c1-04a4-4274-8524-5b234ce9d640,1,20230621,202325,2,1,1,1,3,1,2,3,0,0,3,1,0,0,0,2,0,0,1,0,0,1,1,1,0,1,0,0,6,7,4,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1
100211,562cded1-6138-44a6-918a-09ec3807f421,1,20230621,202325,1,1,3,2,4,2,0,3,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,9,2,3,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,2,1,12,0,0,0,0,0,0,1,1
100223,188967d9-8522-4b49-a16c-8850de999fbc,1,20230621,202325,2,1,3,2,5,3,0,4,0,0,5,1,1,0,1,3,0,1,0,1,1,0,0,1,0,1,0,1,10,10,10,10,9,2,2,0,0,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,9,1,0,0,0,1,0,1,1,1,44,1,45,0,1,1,1,1,1
100239,6239275d-ee05-455f-8a7f-ef8c11d73c08,1,20230621,202325,2,1,3,2,4,2,0,4,0,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,10,2,3,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,1,0,1,1,1,0,2,0,0,1,1,0,1,1
100241,f4361d9e-cfcd-43a0-96ac-ca94ccb52ed1,1,20230621,202325,2,1,3,2,4,1,3,4,0,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,10,11,10,2,4,3,3,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,8,1,0,0,1,1,0,1,1,1,17,0,0,0,1,1,0,1,1
100242,6afebe1a-748d-40cd-8435-14befd7c8d26,1,20230621,202325,1,1,3,2,4,2,0,3,0,0,5,1,1,0,0,3,0,1,0,0,0,1,1,1,0,1,1,1,8,7,9,10,7,3,5,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,8,1,0,1,1,1,1,1,1,1,11,0,0,0,1,1,1,1,1
100243,bec5b468-7071-4065-ba16-8c5a7636efe3,1,20230621,202325,1,1,3,2,3,3,0,2,0,0,4,1,1,0,0,3,0,1,1,1,1,1,0,1,1,1,0,0,6,6,8,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,1,1
100251,,1,20230621,202325,1,1,1,1,4,2,0,3,0,0,4,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,2,4,4,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,1
100270,73f43add-448b-4ede-9182-ed873b89f390,1,20230621,202325,1,1,3,2,3,2,0,3,0,0,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,10,6,6,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,1,1,4,0,0,0,1,0,0,1,1
100279,b3383507-9458-477f-9ac5-ab8804dd4362,1,20230621,202325,1,1,3,2,3,3,0,3,0,1,5,1,1,0,0,4,1,1,1,1,1,1,1,1,0,1,1,0,10,11,10,11,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,0,0,0,1,2,1,14,0,0,0,1,0,0,1,1
100281,958e7123-543c-4fcd-a271-61a246ae7360,1,20230621,202325,1,1,3,2,3,2,0,3,0,0,4,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,7,9,10,4,7,3,2,0,0,1,3,0,1,0,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,0,1,0,2,2,2,30,0,0,0,1,0,1,1,1
100286,f24e505b-2ff6-4f6e-a2ca-3ee164d06762,1,20230621,202325,1,1,3,2,4,2,0,3,0,1,4,1,1,0,0,3,0,1,1,1,0,1,0,1,0,1,0,0,6,4,7,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0,1,1
100293,738bfa2c-e23d-4274-a400-f450fe790d8b,1,20230621,202325,1,1,3,2,4,3,0,3,0,0,4,1,1,0,0,3,0,1,1,1,1,1,1,1,0,1,1,0,8,10,11,11,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,0,0,0,0,0,0,2,1,2,14,0,0,0,1,0,0,1,1
100295,27d0c2bd-7f36-42ea-b930-332dc1445e0c,1,20230621,202325,1,1,3,2,3,2,0,2,1,1,5,1,1,0,1,2,0,0,1,1,1,1,0,1,1,1,0,0,9,8,9,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,2,6,0,0,0,1,0,0,1,1
100297,,1,20230621,202325,1,1,3,2,4,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,0,0,9,6,9,11,8,2,5,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,1,1,1,0,1,2,1,2,0,0,0,1,0,0,1,1
100312,fa2cd3a7-2973-4778-b1b4-acc0cba475e6,1,20230623,202325,2,2,3,2,5,2,0,3,0,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,9,11,11,8,2,6,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,1,1,1,1,1,1,1,1,10,0,0,0,1,1,1,1,1
100314,0357cb62-bf45-41a5-9a0c-8873c1cb5294,1,20230623,202325,2,2,3,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,1,19,0,0,0,0,0,0,1,1
100315,e8c77d8e-85d0-47e7-9d02-4b858182a7c5,1,20230623,202325,1,2,3,2,3,2,0,4,0,0,5,1,1,0,0,3,0,1,1,0,1,1,1,1,0,1,1,0,9,7,8,8,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,1,0,0,0,1,0,1,1,1,15,0,0,0,0,0,0,1,1
100316,695e630b-5ba1-4288-bff8-f1897c2bb1b5,1,20230623,202325,1,2,3,2,6,1,2,3,0,0,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,3,5,5,4,1,4,1,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,1,1,1,1,1,2,1,7,1,8,0,1,0,1,1,1
100321,1e3b0d72-3a86-4622-892c-21794be287b5,1,20230623,202325,2,2,3,2,3,1,1,4,0,0,6,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,0,1,6,6,8,8,9,2,3,0,0,1,4,1,0,0,1,4,1,0,0,1,3,0,1,0,0,4,1,0,0,0,1,0,1,1,2,25,0,0,0,1,1,1,1,1
100322,1632bc8a-4f4a-442e-b3ad-abc5a8e87524,1,20230623,202325,2,2,1,1,6,1,2,4,0,0,6,1,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,3,6,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,1,1,1,1,1,1,1,1,1,2,13,0,0,0,1,1,1,1,1
100324,3afef407-a90c-4e32-946c-602d521a0d25,1,20230623,202325,1,2,3,2,3,2,0,2,1,1,5,1,1,0,0,4,1,1,1,0,1,0,1,0,0,1,0,0,9,4,7,6,8,2,4,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,1,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,1
100327,29baa652-6ef8-4b13-92f6-f7c4cc35c680,1,20230623,202325,2,1,1,1,5,2,0,4,0,0,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,0,8,6,8,7,8,2,5,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,1,1,1,0,1,1,2,13,0,0,0,1,0,0,1,1
100328,93508f90-505f-47d3-9f9c-089dcb8cb153,1,20230623,202325,2,2,1,1,5,2,0,4,0,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,10,3,6,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,1,1,1,1,1,1,1,1,1,1,15,1,16,0,1,1,1,1,1
100329,b647546d-fca4-415b-bf74-634aad704694,1,20230623,202325,2,2,3,2,4,2,0,3,0,1,5,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,8,8,7,10,6,2,3,0,0,0,0,0,0,0,-1,0,0,0,0,1,2,0,0,0,0,9,1,0,0,0,1,0,1,1,1,16,0,0,0,0,0,0,1,1
100333,715096c8-6cdd-4b41-bc27-57cd8dd7e83d,1,20230623,202325,1,1,1,1,5,2,0,2,0,0,5,1,1,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,6,6,6,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1
100337,8c33ad1f-cee3-40b1-9686-06c544c9e30b,1,20230623,202325,1,2,3,2,6,1,3,4,1,1,6,1,1,1,1,4,1,1,0,1,0,1,0,1,1,1,0,1,11,11,11,11,11,3,6,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,6,1,1,1,1,1,1,1,2,2,15,0,0,0,1,1,0,1,1
100346,46e6d810-a27c-4ebe-9cd0-11628281ed6b,1,20230623,202325,1,2,3,2,4,2,0,3,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,10,11,10,11,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,1,0,1,2,2,20,0,0,0,1,0,0,1,1
100358,e81fe1e1-105e-40df-be0e-328ba730698a,1,20230623,202325,2,1,3,2,6,2,0,4,0,0,6,1,1,1,1,4,1,1,1,1,0,1,1,1,1,1,1,1,1,11,11,11,11,2,6,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,1,1,1,1,1,1,2,1,0,0,0,0,1,0,0,1,1
100359,a43205cb-5cf1-4d84-9053-f9742aedfc63,1,20230623,202325,1,1,3,2,3,3,0,3,0,0,3,1,0,0,0,2,0,0,1,1,1,0,0,1,1,0,1,1,11,11,11,11,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,1,1
100360,d9b8b961-681a-4603-8492-af657901f99b,1,20230623,202325,1,1,3,2,3,1,3,2,0,0,4,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,9,10,9,10,10,2,3,0,0,1,3,0,1,0,-1,0,0,0,0,1,4,1,0,0,0,4,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,1,1,1
100363,e34b524d-e347-4788-8bdd-af83ed30ca75,1,20230623,202325,2,2,3,2,4,1,3,3,0,1,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,0,6,10,11,11,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,1,0,0,0,0,0,1,2,2,22,0,0,0,0,0,0,1,1
100364,7313dc75-fd1a-4211-8355-2d7bc78bf526,1,20230623,202325,2,1,3,2,4,1,2,4,0,1,5,1,1,0,0,3,0,1,1,0,1,1,0,1,0,1,1,1,10,8,8,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,4,1,0,0,0,0,0,1,2,1,21,0,0,0,1,0,0,1,1
100367,dc385a51-7a5b-47cd-b326-8859da040b3b,1,20230623,202325,1,2,3,2,4,1,2,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,10,1,3,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,1,1,1
100368,1c59ca7c-642a-4d7a-b373-57626e9d881e,1,20230623,202325,1,1,1,1,4,3,0,3,0,0,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0,8,9,9,9,9,2,5,4,2,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,44,0,0,0,0,1,0,1,1
100377,2c112ff4-4df8-4a3b-b4cb-ed0b38d10c22,1,20230623,202325,1,1,3,2,4,1,2,2,0,0,5,1,1,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,6,6,11,6,8,1,1,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,8,1,0,0,0,0,0,1,1,2,6,0,0,0,1,1,0,1,1
100380,0eb4f5f7-c36c-44a3-aa53-6c62693219e4,1,20230623,202325,2,1,3,2,6,2,0,4,0,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,1
100386,a4a165c0-97f3-4ee3-b801-b03f02d16b4a,1,20230623,202325,1,1,1,1,6,1,2,2,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,7,1,1,0,0,1,3,0,1,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,1,2,14,0,0,0,0,0,1,1,1
100387,3bda1d59-7fb5-47a7-93ca-18f9fe34d400,1,20230623,202325,1,1,3,2,4,2,0,3,0,0,5,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,1,4,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,0,1,1,1,1,1,1,4,0,0,0,1,0,0,1,1
100391,5ce90ada-ca99-4f9c-b9ae-6b58f2155814,1,20230623,202325,1,1,3,2,6,1,1,2,0,0,3,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,7,7,8,8,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,4,0,0,0,0,1,0,2,1,2,16,1,16,0,1,0,0,1,1
100393,e42a3f23-8082-4441-8f60-cde1a6aba283,1,20230623,202325,1,1,3,2,3,3,0,3,0,1,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0,11,10,8,11,10,2,5,5,4,1,4,1,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,1,1,1,1,1,2,1,20,0,0,0,1,0,1,1,1
